
Contig0	116746
Contig1	87411
Contig2	139250
Contig3	141657
Contig4	95692
Contig5	130522
Contig6	94893
Contig7	109667
Contig8	95943
Contig9	112192
Contig10	79314
Contig11	77275
Contig12	60110
Contig13	84935
Contig14	73689
Contig15	68276
Contig16	87282
Contig17	57245
Contig18	73146
Contig19	66065
Contig20	55902
Contig21	74205
Contig22	70568
Contig23	79045
Contig24	73005
Contig25	92824
Contig26	46806
Contig27	60470
Contig28	86925
Contig29	57985
Contig30	47288
Contig31	57190
Contig32	78649
Contig33	98477
Contig34	74085
Contig35	95837
Contig36	73490
Contig37	73315
Contig38	82031
Contig39	91737
Contig40	69561
Contig41	52231
Contig42	68646
Contig43	69894
Contig44	87369
Contig45	75902
Contig46	55121
Contig47	92798
Contig48	56214
Contig49	61085
Contig50	42363
Contig51	44001
Contig52	73312
Contig53	60653
Contig54	68151
Contig55	57681
Contig56	74235
Contig57	64063
Contig58	47703
Contig59	49941
Contig60	49480
Contig61	46141
Contig62	45684
Contig63	50139
Contig64	49755
Contig65	107659
Contig66	44616
Contig67	53652
Contig68	87821
Contig69	69775
Contig70	33460
Contig71	46327
Contig72	41574
Contig73	52939
Contig74	61035
Contig75	82558
Contig76	86256
Contig77	40458
Contig78	60354
Contig79	99968
Contig80	61953
Contig81	48662
Contig82	52741
Contig83	52181
Contig84	102803
Contig85	70619
Contig86	48425
Contig87	52107
Contig88	55766
Contig89	100284
Contig90	68774
Contig91	30116
Contig92	60803
Contig93	79560
Contig94	42098
Contig95	57802
Contig96	43439
Contig97	42713
Contig98	64168
Contig99	58236
Contig100	58076
Contig101	45454
Contig102	45482
Contig103	53058
Contig104	47240
Contig105	38113
Contig106	50206
Contig107	46557
Contig108	66817
Contig109	46615
Contig110	54313
Contig111	70817
Contig112	49115
Contig113	47327
Contig114	53231
Contig115	51554
Contig116	59247
Contig117	77707
Contig118	39931
Contig119	68437
Contig120	57616
Contig121	65309
Contig122	43919
Contig123	31497
Contig124	63919
Contig125	34430
Contig126	58390
Contig127	41438
Contig128	36682
Contig129	53604
Contig130	67011
Contig131	39497
Contig132	65469
Contig133	36121
Contig134	41480
Contig135	33282
Contig136	53823
Contig137	49306
Contig138	37971
Contig139	60052
Contig140	39816
Contig141	39534
Contig142	48795
Contig143	62992
Contig144	54514
Contig145	70201
Contig146	35345
Contig147	51422
Contig148	40950
Contig149	55450
Contig150	44916
Contig151	74111
Contig152	44271
Contig153	50581
Contig154	68660
Contig155	35223
Contig156	55738
Contig157	46421
Contig158	38223
Contig159	41203
Contig160	59333
Contig161	52256
Contig162	55310
Contig163	31529
Contig164	51790
Contig165	34187
Contig166	28634
Contig167	58210
Contig168	34776
Contig169	32165
Contig170	73330
Contig171	38148
Contig172	45087
Contig173	31011
Contig174	56520
Contig175	33601
Contig176	78051
Contig177	54180
Contig178	45652
Contig179	43107
Contig180	61472
Contig181	37606
Contig182	41860
Contig183	33215
Contig184	41457
Contig185	46841
Contig186	41414
Contig187	32101
Contig188	47965
Contig189	45980
Contig190	39200
Contig191	47066
Contig192	50741
Contig193	30989
Contig194	60020
Contig195	30544
Contig196	27124
Contig197	61245
Contig198	64731
Contig199	42749
Contig200	63167
Contig201	36946
Contig202	35193
Contig203	53010
Contig204	25996
Contig205	29520
Contig206	39207
Contig207	30093
Contig208	40801
Contig209	34862
Contig210	35943
Contig211	43194
Contig212	37057
Contig213	39570
Contig214	23549
Contig215	21433
Contig216	43207
Contig217	36445
Contig218	41513
Contig219	21282
Contig220	31514
Contig221	30987
Contig222	54872
Contig223	45377
Contig224	40757
Contig225	38537
Contig226	28514
Contig227	26179
Contig228	55343
Contig229	51800
Contig230	52444
Contig231	37143
Contig232	71746
Contig233	47856
Contig234	53770
Contig235	28985
Contig236	48888
Contig237	21811
Contig238	35944
Contig239	89823
Contig240	30125
Contig241	51739
Contig242	59829
Contig243	24965
Contig244	46817
Contig245	32554
Contig246	64097
Contig247	56760
Contig248	27069
Contig249	33616
Contig250	46431
Contig251	24162
Contig252	52927
Contig253	58887
Contig254	38106
Contig255	29485
Contig256	28869
Contig257	46735
Contig258	33624
Contig259	44872
Contig260	27170
Contig261	54043
Contig262	30875
Contig263	61927
Contig264	29135
Contig265	77188
Contig266	34155
Contig267	51430
Contig268	49483
Contig269	24754
Contig270	25707
Contig271	43827
Contig272	35022
Contig273	44012
Contig274	51033
Contig275	32250
Contig276	59204
Contig277	46971
Contig278	38046
Contig279	30591
Contig280	42547
Contig281	45056
Contig282	44741
Contig283	59940
Contig284	21548
Contig285	59331
Contig286	35533
Contig287	42292
Contig288	30490
Contig289	39408
Contig290	36297
Contig291	28697
Contig292	43814
Contig293	35577
Contig294	32534
Contig295	56138
Contig296	46052
Contig297	42314
Contig298	53746
Contig299	32271
Contig300	17708
Contig301	89252
Contig302	37085
Contig303	31705
Contig304	46812
Contig305	50740
Contig306	33789
Contig307	20891
Contig308	47629
Contig309	36758
Contig310	28444
Contig311	23361
Contig312	41562
Contig313	30064
Contig314	40313
Contig315	22495
Contig316	31269
Contig317	34625
Contig318	38785
Contig319	27572
Contig320	38259
Contig321	63015
Contig322	45296
Contig323	29770
Contig324	22709
Contig325	36648
Contig326	62159
Contig327	33798
Contig328	27571
Contig329	36792
Contig330	62871
Contig331	45386
Contig332	23255
Contig333	22556
Contig334	22259
Contig335	44410
Contig336	30198
Contig337	42521
Contig338	50023
Contig339	29754
Contig340	49922
Contig341	29330
Contig342	25273
Contig343	45428
Contig344	44508
Contig345	32008
Contig346	37462
Contig347	24401
Contig348	72407
Contig349	41745
Contig350	26552
Contig351	34067
Contig352	52118
Contig353	35751
Contig354	24489
Contig355	61386
Contig356	26960
Contig357	32810
Contig358	41377
Contig359	25084
Contig360	9387
Contig361	51771
Contig362	60307
Contig363	56085
Contig364	41151
Contig365	35349
Contig366	43986
Contig367	26141
Contig368	54234
Contig369	34970
Contig370	53195
Contig371	26150
Contig372	41303
Contig373	58175
Contig374	30955
Contig375	14032
Contig376	63665
Contig377	21452
Contig378	36687
Contig379	42388
Contig380	38068
Contig381	32987
Contig382	38999
Contig383	59007
Contig384	66934
Contig385	11533
Contig386	36464
Contig387	12949
Contig388	34074
Contig389	54042
Contig390	34871
Contig391	41923
Contig392	38630
Contig393	21135
Contig394	21064
Contig395	36963
Contig396	34681
Contig397	37156
Contig398	37435
Contig399	40008
Contig400	51670
Contig401	18791
Contig402	31175
Contig403	42706
Contig404	58174
Contig405	37243
Contig406	57371
Contig407	28350
Contig408	28522
Contig409	39434
Contig410	25199
Contig411	30101
Contig412	34351
Contig413	31690
Contig414	14508
Contig415	16408
Contig416	33564
Contig417	41590
Contig418	25223
Contig419	44349
Contig420	36110
Contig421	40609
Contig422	39860
Contig423	37598
Contig424	35475
Contig425	45860
Contig426	42880
Contig427	19737
Contig428	34601
Contig429	48776
Contig430	40988
Contig431	32742
Contig432	37037
Contig433	42430
Contig434	19867
Contig435	42242
Contig436	27042
Contig437	29471
Contig438	40706
Contig439	33455
Contig440	34281
Contig441	37417
Contig442	28443
Contig443	23091
Contig444	36180
Contig445	26756
Contig446	26418
Contig447	38788
Contig448	41780
Contig449	23669
Contig450	61322
Contig451	28146
Contig452	46419
Contig453	40295
Contig454	32518
Contig455	22786
Contig456	26203
Contig457	50158
Contig458	36484
Contig459	32367
Contig460	25787
Contig461	25788
Contig462	29896
Contig463	37310
Contig464	27077
Contig465	45861
Contig466	47271
Contig467	35916
Contig468	111883
Contig469	12846
Contig470	33700
Contig471	69510
Contig472	32313
Contig473	18773
Contig474	44002
Contig475	74180
Contig476	35897
Contig477	43722
Contig478	29806
Contig479	42804
Contig480	45935
Contig481	26542
Contig482	32924
Contig483	36271
Contig484	41277
Contig485	30550
Contig486	27939
Contig487	26066
Contig488	18772
Contig489	52081
Contig490	46105
Contig491	24183
Contig492	24749
Contig493	55932
Contig494	28675
Contig495	38088
Contig496	20519
Contig497	34783
Contig498	39557
Contig499	34828
Contig500	44380
Contig501	33717
Contig502	52914
Contig503	37915
Contig504	28394
Contig505	52856
Contig506	25432
Contig507	54057
Contig508	32314
Contig509	22065
Contig510	30037
Contig511	29582
Contig512	24792
Contig513	51588
Contig514	22179
Contig515	40626
Contig516	30779
Contig517	23848
Contig518	40496
Contig519	29561
Contig520	25106
Contig521	30300
Contig522	23427
Contig523	37045
Contig524	40754
Contig525	36106
Contig526	16190
Contig527	42520
Contig528	33181
Contig529	23972
Contig530	39271
Contig531	31003
Contig532	24490
Contig533	22905
Contig534	24928
Contig535	46012
Contig536	36311
Contig537	36218
Contig538	42593
Contig539	28281
Contig540	27275
Contig541	37482
Contig542	27160
Contig543	38926
Contig544	41372
Contig545	25736
Contig546	19950
Contig547	29964
Contig548	22488
Contig549	29749
Contig550	15471
Contig551	18246
Contig552	34309
Contig553	27269
Contig554	41456
Contig555	21381
Contig556	43507
Contig557	31342
Contig558	43281
Contig559	58482
Contig560	30334
Contig561	22175
Contig562	41082
Contig563	58200
Contig564	40056
Contig565	40655
Contig566	29999
Contig567	20698
Contig568	38358
Contig569	16895
Contig570	20871
Contig571	19560
Contig572	40040
Contig573	56998
Contig574	28887
Contig575	68222
Contig576	19090
Contig577	44913
Contig578	20773
Contig579	16139
Contig580	47894
Contig581	44491
Contig582	40247
Contig583	62181
Contig584	21830
Contig585	26503
Contig586	14449
Contig587	39935
Contig588	46030
Contig589	32129
Contig590	43234
Contig591	34129
Contig592	32769
Contig593	27665
Contig594	23242
Contig595	32947
Contig596	30333
Contig597	40045
Contig598	30905
Contig599	51319
Contig600	36648
Contig601	14213
Contig602	37436
Contig603	35485
Contig604	13253
Contig605	15071
Contig606	42869
Contig607	32581
Contig608	29057
Contig609	39053
Contig610	36257
Contig611	30672
Contig612	28992
Contig613	19967
Contig614	40479
Contig615	29872
Contig616	37026
Contig617	20770
Contig618	27498
Contig619	29206
Contig620	36176
Contig621	38271
Contig622	23412
Contig623	47944
Contig624	21118
Contig625	23927
Contig626	39587
Contig627	20707
Contig628	30550
Contig629	30152
Contig630	38627
Contig631	16436
Contig632	22929
Contig633	25819
Contig634	21493
Contig635	28890
Contig636	33990
Contig637	29633
Contig638	22009
Contig639	25820
Contig640	38654
Contig641	30021
Contig642	46041
Contig643	46912
Contig644	31704
Contig645	23468
Contig646	23227
Contig647	64245
Contig648	36298
Contig649	35348
Contig650	25893
Contig651	65662
Contig652	38589
Contig653	27226
Contig654	29323
Contig655	44719
Contig656	29760
Contig657	21549
Contig658	24874
Contig659	21346
Contig660	20128
Contig661	37222
Contig662	39495
Contig663	22588
Contig664	28527
Contig665	28061
Contig666	40382
Contig667	31270
Contig668	44043
Contig669	41499
Contig670	21185
Contig671	26798
Contig672	27043
Contig673	27829
Contig674	40798
Contig675	43501
Contig676	26627
Contig677	24413
Contig678	37074
Contig679	54415
Contig680	42313
Contig681	25497
Contig682	42994
Contig683	19697
Contig684	28870
Contig685	30174
Contig686	19716
Contig687	23319
Contig688	22121
Contig689	35559
Contig690	11621
Contig691	33034
Contig692	30003
Contig693	34867
Contig694	29672
Contig695	20057
Contig696	19152
Contig697	29362
Contig698	24639
Contig699	28516
Contig700	13172
Contig701	39029
Contig702	39283
Contig703	77785
Contig704	32584
Contig705	43760
Contig706	31237
Contig707	27323
Contig708	28572
Contig709	42881
Contig710	14347
Contig711	35944
Contig712	14542
Contig713	37162
Contig714	24076
Contig715	34359
Contig716	37424
Contig717	54828
Contig718	24668
Contig719	19848
Contig720	34502
Contig721	24546
Contig722	39595
Contig723	28958
Contig724	22966
Contig725	38078
Contig726	38531
Contig727	29965
Contig728	38644
Contig729	36884
Contig730	23994
Contig731	26000
Contig732	35050
Contig733	32077
Contig734	41831
Contig735	27650
Contig736	52452
Contig737	30246
Contig738	35685
Contig739	24324
Contig740	11949
Contig741	24800
Contig742	36122
Contig743	25521
Contig744	35285
Contig745	50971
Contig746	17136
Contig747	18976
Contig748	15679
Contig749	27962
Contig750	14021
Contig751	29418
Contig752	23020
Contig753	37277
Contig754	40684
Contig755	37999
Contig756	30823
Contig757	33784
Contig758	35561
Contig759	19565
Contig760	40271
Contig761	47220
Contig762	28394
Contig763	44986
Contig764	25620
Contig765	31040
Contig766	26102
Contig767	13160
Contig768	37172
Contig769	31594
Contig770	27720
Contig771	18592
Contig772	22114
Contig773	31719
Contig774	21306
Contig775	32277
Contig776	32786
Contig777	30097
Contig778	23149
Contig779	25838
Contig780	19427
Contig781	30741
Contig782	12492
Contig783	22327
Contig784	11867
Contig785	27542
Contig786	30613
Contig787	35553
Contig788	37853
Contig789	27564
Contig790	22988
Contig791	25510
Contig792	14407
Contig793	24073
Contig794	18917
Contig795	42938
Contig796	7122
Contig797	35492
Contig798	29670
Contig799	50144
Contig800	32457
Contig801	30406
Contig802	32500
Contig803	17377
Contig804	44359
Contig805	18715
Contig806	24391
Contig807	22420
Contig808	27696
Contig809	33541
Contig810	20670
Contig811	33055
Contig812	18609
Contig813	38199
Contig814	23809
Contig815	13245
Contig816	30277
Contig817	31020
Contig818	17325
Contig819	37596
Contig820	19113
Contig821	9864
Contig822	47503
Contig823	20720
Contig824	40420
Contig825	37999
Contig826	25186
Contig827	33502
Contig828	29740
