NC_047568.1	13754011	13823977	2at6447	53	288	69966	0.0041163
NC_047568.1	12888997	12910007	3at6447	476	4364	21010	0.2077106
NC_047564.1	44502998	44529332	8at6447	85	1889	26334	0.0717324
NC_047562.1	3946526	4100440	10at6447	122	2710	153914	0.0176072
NC_047565.1	31788572	31850051	26at6447	2	35	61479	0.0005693
NC_047561.1	45205214	45271708	33at6447	0	0	66494	0.0000000
NC_047567.1	26869700	26934291	39at6447	0	0	64591	0.0000000
NC_047568.1	32043411	32077697	41at6447	0	0	34286	0.0000000
NC_047563.1	23833214	23863760	45at6447	30	320	30546	0.0104760
NC_047568.1	24080035	24108773	51at6447	0	0	28738	0.0000000
NC_047565.1	55581908	55615530	57at6447	15	346	33622	0.0102909
NC_047559.1	1745073	1783069	60at6447	145	144	37996	0.0037899
NC_047568.1	3514363	3550418	62at6447	0	0	36055	0.0000000
NC_047566.1	54527927	54568469	63at6447	6	135	40542	0.0033299
NC_047565.1	53800660	53901913	65at6447	0	0	101253	0.0000000
NC_047564.1	7086700	7109410	66at6447	0	0	22710	0.0000000
NC_047566.1	39551262	39611441	67at6447	15	84	60179	0.0013958
NC_047565.1	52285216	52318042	76at6447	0	0	32826	0.0000000
NC_047565.1	39991955	40023686	82at6447	2	46	31731	0.0014497
NC_047563.1	62099104	62152990	86at6447	0	0	53886	0.0000000
NC_047564.1	8412967	8436178	88at6447	3	111	23211	0.0047822
NC_047562.1	38665650	38688030	89at6447	2	55	22380	0.0024576
NC_047566.1	30319092	30368318	101at6447	0	0	49226	0.0000000
NC_047568.1	13698225	13744918	107at6447	1	31	46693	0.0006639
NC_047561.1	55275831	55290082	112at6447	0	0	14251	0.0000000
NC_047565.1	11027861	11074088	117at6447	15	39	46227	0.0008437
NC_047564.1	34028483	34075524	124at6447	11	582	47041	0.0123722
NC_047566.1	46655872	46734288	128at6447	3	44	78416	0.0005611
NC_047564.1	20481013	20506553	129at6447	13	422	25540	0.0165231
NC_047568.1	34476027	34489107	132at6447	0	0	13080	0.0000000
NC_047561.1	19556500	19691224	134at6447	142	334	134724	0.0024791
NC_047568.1	630812	665133	136at6447	0	0	34321	0.0000000
NC_047562.1	26646202	26675849	139at6447	34	619	29647	0.0208790
NC_047562.1	26025703	26068806	140at6447	3	44	43103	0.0010208
NC_047561.1	57926033	57964596	143at6447	0	0	38563	0.0000000
NC_047562.1	50345440	50392796	145at6447	8	127	47356	0.0026818
NC_047562.1	19618071	19663072	149at6447	0	0	45001	0.0000000
NC_047568.1	14097534	14118019	152at6447	1	70	20485	0.0034171
NC_047564.1	40475361	40495205	154at6447	0	0	19844	0.0000000
NC_047565.1	53479089	53501710	156at6447	0	0	22621	0.0000000
NC_047563.1	2756042	2781703	157at6447	0	0	25661	0.0000000
NC_047562.1	49599895	49629225	160at6447	0	0	29330	0.0000000
NC_047568.1	49113838	49134310	164at6447	0	0	20472	0.0000000
NC_047560.1	72528107	72596778	167at6447	8	273	68671	0.0039755
NC_047565.1	18176008	18191014	169at6447	0	0	15006	0.0000000
NC_047561.1	27918664	27942421	170at6447	0	0	23757	0.0000000
NC_047568.1	26260807	26323225	175at6447	29	357	62418	0.0057195
NC_047559.1	26683628	26713755	176at6447	0	0	30127	0.0000000
NC_047561.1	33391062	33471121	177at6447	12	86	80059	0.0010742
NC_047564.1	7923602	7945060	184at6447	26	107	21458	0.0049865
NC_047565.1	16453697	16518889	187at6447	14	211	65192	0.0032366
NC_047568.1	45435557	45453014	190at6447	1	30	17457	0.0017185
NC_047559.1	11474927	11506527	191at6447	0	0	31600	0.0000000
NC_047568.1	31119310	31139784	194at6447	0	0	20474	0.0000000
NC_047562.1	41854667	41872290	195at6447	2	197	17623	0.0111786
NC_047562.1	49445274	49539203	196at6447	1	36	93929	0.0003833
NC_047564.1	21157293	21181041	197at6447	1	103	23748	0.0043372
NC_047565.1	45494429	45525220	201at6447	2	80	30791	0.0025982
NC_047564.1	22023496	22070741	202at6447	13	251	47245	0.0053127
NC_047564.1	32335323	32374251	207at6447	0	0	38928	0.0000000
NC_047559.1	5419432	5450848	208at6447	0	0	31416	0.0000000
NC_047567.1	12605329	12619435	209at6447	91	1282	14106	0.0908833
NC_047564.1	42891737	42906564	210at6447	0	0	14827	0.0000000
NC_047567.1	34716940	34738713	212at6447	4	156	21773	0.0071648
NC_047566.1	50205173	50333057	214at6447	10	171	127884	0.0013371
NC_047568.1	27776831	27836588	217at6447	6	198	59757	0.0033134
NC_047561.1	25844677	25891010	219at6447	8	125	46333	0.0026979
NC_047566.1	42724343	42803096	220at6447	1	44	78753	0.0005587
NC_047564.1	21899550	21911100	225at6447	24	342	11550	0.0296104
NC_047559.1	5400623	5417992	226at6447	70	937	17369	0.0539467
NC_047568.1	45193604	45211307	228at6447	0	0	17703	0.0000000
NC_047562.1	38777387	38784379	230at6447	0	0	6992	0.0000000
NC_047566.1	8795776	8837305	232at6447	24	343	41529	0.0082593
NC_047559.1	32366677	32384769	234at6447	49	375	18092	0.0207274
NC_047565.1	52154990	52190908	240at6447	2	73	35918	0.0020324
NC_047559.1	15565448	15580804	242at6447	1	34	15356	0.0022141
NC_047568.1	3724350	3742248	243at6447	2	55	17898	0.0030730
NC_047562.1	46351456	46385878	244at6447	2	67	34422	0.0019464
NC_047564.1	43183342	43190830	245at6447	6	87	7488	0.0116186
NC_047568.1	3069821	3138071	246at6447	2	34	68250	0.0004982
NC_047559.1	52520359	52532745	248at6447	4	195	12386	0.0157436
NC_047568.1	13674586	13691843	249at6447	1	55	17257	0.0031871
NC_047563.1	62374264	62396544	250at6447	0	0	22280	0.0000000
NC_047564.1	34157550	34188942	251at6447	80	122	31392	0.0038863
NC_047564.1	25199873	25226233	253at6447	0	0	26360	0.0000000
NC_047564.1	34836224	34852022	254at6447	0	0	15798	0.0000000
NC_047561.1	56426837	56446124	256at6447	0	0	19287	0.0000000
NC_047568.1	4181070	4202789	257at6447	0	0	21719	0.0000000
NC_047559.1	37678817	37702948	259at6447	0	0	24131	0.0000000
NC_047564.1	23650956	23674952	260at6447	1	68	23996	0.0028338
NC_047559.1	17406882	17437479	263at6447	0	0	30597	0.0000000
NC_047564.1	53739044	53752370	264at6447	0	0	13326	0.0000000
NC_047564.1	10342208	10357848	269at6447	0	0	15640	0.0000000
NC_047561.1	38820217	38843891	270at6447	0	0	23674	0.0000000
NC_047561.1	16629024	16639036	271at6447	5	144	10012	0.0143827
NC_047565.1	30419733	30439803	272at6447	17	50	20070	0.0024913
NC_047564.1	32320226	32334999	274at6447	0	0	14773	0.0000000
NC_047563.1	5549442	5565532	276at6447	1	40	16090	0.0024860
NC_047559.1	31732090	31748127	284at6447	0	0	16037	0.0000000
NC_047564.1	4246201	4268946	287at6447	2	74	22745	0.0032535
NC_047563.1	65666591	65861495	288at6447	16	334	194904	0.0017137
NC_047562.1	38110103	38131968	291at6447	0	0	21865	0.0000000
NC_047564.1	28041380	28054721	292at6447	3	37	13341	0.0027734
NC_047566.1	25957609	25979195	293at6447	1	30	21586	0.0013898
NC_047565.1	7574671	7599140	294at6447	0	0	24469	0.0000000
NC_047561.1	19876560	19911400	295at6447	1	31	34840	0.0008898
NC_047564.1	43942415	43958655	300at6447	1	91	16240	0.0056034
NC_047559.1	42602533	42623083	302at6447	0	0	20550	0.0000000
NC_047561.1	46463268	46498390	304at6447	1	31	35122	0.0008826
NC_047568.1	4573750	4588956	307at6447	0	0	15206	0.0000000
NC_047561.1	14328388	14347350	308at6447	0	0	18962	0.0000000
NC_047561.1	14776032	14794557	311at6447	0	0	18525	0.0000000
NC_047561.1	46754144	46786363	312at6447	0	0	32219	0.0000000
NC_047565.1	45106882	45124082	313at6447	0	0	17200	0.0000000
NC_047565.1	32218627	32227260	314at6447	0	0	8633	0.0000000
NC_047568.1	45149654	45162677	315at6447	0	0	13023	0.0000000
NC_047559.1	11688956	11701023	318at6447	2	123	12067	0.0101931
NC_047568.1	39903652	39914588	320at6447	1	83	10936	0.0075896
NC_047563.1	9063453	9084538	322at6447	0	0	21085	0.0000000
NC_047563.1	63071182	63094141	325at6447	0	0	22959	0.0000000
NC_047561.1	56457212	56545512	327at6447	12	169	88300	0.0019139
NC_047565.1	10004957	10070589	328at6447	0	0	65632	0.0000000
NC_047568.1	18115996	18145772	334at6447	0	0	29776	0.0000000
NC_047566.1	11007572	11024178	336at6447	2	139	16606	0.0083705
NC_047562.1	35405488	35451496	337at6447	4	104	46008	0.0022605
NC_047563.1	33070038	33106528	338at6447	0	0	36490	0.0000000
NC_047565.1	6435074	6442121	342at6447	0	0	7047	0.0000000
NC_047562.1	32568994	32607244	343at6447	1	33	38250	0.0008627
NC_047562.1	20961319	20971287	347at6447	8	172	9968	0.0172552
NC_047565.1	2315862	2332437	348at6447	15	30	16575	0.0018100
NC_047564.1	37034599	37058577	352at6447	0	0	23978	0.0000000
NW_022994957.1	135349	159452	353at6447	0	0	24103	0.0000000
NC_047561.1	13411543	13437924	356at6447	0	0	26381	0.0000000
NC_047565.1	61469578	61502587	360at6447	0	0	33009	0.0000000
NC_047559.1	24289512	24352052	362at6447	2	47	62540	0.0007515
NC_047568.1	34255175	34267814	364at6447	0	0	12639	0.0000000
NC_047565.1	27546885	27633352	365at6447	15	85	86467	0.0009830
NC_047565.1	9226000	9252263	366at6447	0	0	26263	0.0000000
NC_047561.1	56028328	56046611	367at6447	0	0	18283	0.0000000
