lcl|NC_047559.1_prot_XP_034319074.1_1	dnd-PA	7.5
lcl|NC_047559.1_prot_XP_034319086.1_2	sli-PB	2.2
lcl|NC_047559.1_prot_XP_034327644.1_3	Fbw5-PA	1.0
lcl|NC_047559.1_prot_XP_034318966.1_4	side-PB	0.008
lcl|NC_047559.1_prot_XP_034318957.1_5	CG45263-PB	2.55e-07
lcl|NC_047559.1_prot_XP_034319098.1_6	Cda5-PI	2.1
lcl|NC_047559.1_prot_XP_034320107.1_7	SF1-PA	0.75
lcl|NC_047559.1_prot_XP_034319106.1_8	CG33543-PD	6.18e-05
lcl|NC_047559.1_prot_XP_034319115.1_10	Snoo-PG	1.8
lcl|NC_047559.1_prot_XP_034307473.1_11	fw-PC	1.55e-08
lcl|NC_047559.1_prot_XP_019925938.2_12	sona-PD	0.82
lcl|NC_047559.1_prot_XP_011417736.3_13	fw-PC	1.79e-07
lcl|NC_047559.1_prot_XP_034312813.1_17	Rnb-PA	2.3
lcl|NC_047559.1_prot_XP_034312820.1_18	fw-PC	1.49e-07
lcl|NC_047559.1_prot_XP_034312826.1_19	Drsl2-PA	0.74
lcl|NC_047559.1_prot_XP_011417740.2_20	kn-PE	1.4
lcl|NC_047559.1_prot_XP_019920026.2_21	kn-PE	1.4
lcl|NC_047559.1_prot_XP_011417762.2_22	CG33093-PA	1.19e-06
lcl|NC_047559.1_prot_XP_011417739.2_23	Gpdh1-PE	1.98e-146
lcl|NC_047559.1_prot_XP_011417737.2_24	gom-PA	0.47
lcl|NC_047559.1_prot_XP_034312840.1_25	gom-PA	0.47
lcl|NC_047559.1_prot_XP_011417738.2_26	gom-PA	0.61
lcl|NC_047559.1_prot_XP_011417742.1_27	Pfdn5-PB	7.94e-28
lcl|NC_047559.1_prot_XP_019920029.2_28	gwl-PB	4.36e-71
lcl|NC_047559.1_prot_XP_019920027.2_29	gwl-PB	7.18e-72
lcl|NC_047559.1_prot_XP_034312889.1_30	p120ctn-PA	5.94e-124
lcl|NC_047559.1_prot_XP_034312904.1_31	p120ctn-PA	3.64e-124
lcl|NC_047559.1_prot_XP_034312898.1_32	p120ctn-PA	2.22e-124
lcl|NC_047559.1_prot_XP_034312891.1_33	p120ctn-PA	3.75e-124
lcl|NC_047559.1_prot_XP_011417749.2_34	p120ctn-PA	3.82e-124
lcl|NC_047559.1_prot_XP_034312913.1_35	p120ctn-PA	1.75e-124
lcl|NC_047559.1_prot_XP_011417751.2_36	p120ctn-PA	1.75e-124
lcl|NC_047559.1_prot_XP_011417752.2_37	p120ctn-PA	1.75e-124
lcl|NC_047559.1_prot_XP_011417753.2_38	p120ctn-PA	1.75e-124
