NC_047568.1	13754011	13823977	2at6447	0	69678	69966	0.9958837
NC_047568.1	13754011	13823977	2at6447	1	21	69966	0.0003001
NC_047568.1	13754011	13823977	2at6447	2	5	69966	0.0000715
NC_047568.1	13754011	13823977	2at6447	4	5	69966	0.0000715
NC_047568.1	13754011	13823977	2at6447	7	2	69966	0.0000286
NC_047568.1	13754011	13823977	2at6447	8	1	69966	0.0000143
NC_047568.1	13754011	13823977	2at6447	12	43	69966	0.0006146
NC_047568.1	13754011	13823977	2at6447	13	60	69966	0.0008576
NC_047568.1	13754011	13823977	2at6447	15	2	69966	0.0000286
NC_047568.1	13754011	13823977	2at6447	16	51	69966	0.0007289
NC_047568.1	13754011	13823977	2at6447	20	15	69966	0.0002144
NC_047568.1	13754011	13823977	2at6447	22	47	69966	0.0006718
NC_047568.1	13754011	13823977	2at6447	24	36	69966	0.0005145
NC_047568.1	12888997	12910007	3at6447	0	16646	21010	0.7922894
NC_047568.1	12888997	12910007	3at6447	1	567	21010	0.0269871
NC_047568.1	12888997	12910007	3at6447	2	669	21010	0.0318420
NC_047568.1	12888997	12910007	3at6447	3	336	21010	0.0159924
NC_047568.1	12888997	12910007	3at6447	4	525	21010	0.0249881
NC_047568.1	12888997	12910007	3at6447	5	148	21010	0.0070443
NC_047568.1	12888997	12910007	3at6447	6	212	21010	0.0100904
NC_047568.1	12888997	12910007	3at6447	7	313	21010	0.0148977
NC_047568.1	12888997	12910007	3at6447	8	181	21010	0.0086149
NC_047568.1	12888997	12910007	3at6447	9	73	21010	0.0034745
NC_047568.1	12888997	12910007	3at6447	10	135	21010	0.0064255
NC_047568.1	12888997	12910007	3at6447	11	38	21010	0.0018087
NC_047568.1	12888997	12910007	3at6447	12	35	21010	0.0016659
NC_047568.1	12888997	12910007	3at6447	13	116	21010	0.0055212
NC_047568.1	12888997	12910007	3at6447	14	64	21010	0.0030462
NC_047568.1	12888997	12910007	3at6447	15	107	21010	0.0050928
NC_047568.1	12888997	12910007	3at6447	16	90	21010	0.0042837
NC_047568.1	12888997	12910007	3at6447	17	45	21010	0.0021418
NC_047568.1	12888997	12910007	3at6447	18	94	21010	0.0044741
NC_047568.1	12888997	12910007	3at6447	19	63	21010	0.0029986
NC_047568.1	12888997	12910007	3at6447	20	12	21010	0.0005712
NC_047568.1	12888997	12910007	3at6447	21	20	21010	0.0009519
